Unnamed: 0.1,Unnamed: 0,Category,Image_Info,Image_Path
0,0,"Hidden Information,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': '“Unsubscribe here” is grayed out in front of a gray background, making it harder to see.'}]",/content/downloaded_dark_pattern_images/0.jpg
1,1,"Aesthetic Manipulation, Bait and Switch, Disguised Ad,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Clicking the “X” to close the ad clicks the “download from the Google Play Store” button, which was not the user’s intention.'}]",/content/downloaded_dark_pattern_images/1.jpg
2,2,"Bait and Switch, Forced Continuity,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The typical case of forced continuity: free for one month then lapses into paid service. Also, (unsure if this is a dark pattern) the entire image shown here is the button to be clicked, not just the orange CTA button.'}]",/content/downloaded_dark_pattern_images/2.jpg
3,3,"Hidden Costs,Fine Print,Hidden Information,Interface Interference,Preselection,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The radio button for a free first next directory is already checked, but if the user doesn’t read the fine print they will unknowingly consent to a credit check and having a credit account opened, which sends brochures 4x a year at a cost of £3.75 each, which are normally free from most businesses'}]",/content/downloaded_dark_pattern_images/3.jpg
4,4,"Interface Interference,Preselection","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Unless the user reads the fine print, they may unwillingly sign up for email notifications and more'}]",/content/downloaded_dark_pattern_images/4.jpg
5,5,"Trick Questions,Interface Interference,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Dropdown list is written so that typing “1” enters in “10”, not “1”.'}]",/content/downloaded_dark_pattern_images/5.jpg
6,6,"Hidden Costs,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The room is advertised as an $86.43 room. This entices users into using the site to purchase a hotel; however, the final price after taxes and fees of $132.34 (higher than the hotel cost) is $218.77! The site should not advertise for $86 if the total is 250% of that!'}]",/content/downloaded_dark_pattern_images/6.jpg
7,7,"Hidden Costs,Hidden Information,Interface Interference,Preselection,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'When a user creates an account on Boston Globe, the email subscription checkboxes are already checked, and the “Price Today” is not the price paid in the future. To find the future price, the user must go to the FAQ section of the website'}]",/content/downloaded_dark_pattern_images/7.jpg
8,8,"Hidden Costs,Hidden Information,Interface Interference,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'On any page, there is a non-removable banner that claims the user can subscribe for only 99 cents per week, but if you follow the process to subscribe, the user finds out that this price only lasts for 4 weeks'}]",/content/downloaded_dark_pattern_images/8.jpg
9,9,"Aesthetic Manipulation, Bait and Switch,False Hierarchy,Interface Interference,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Large popup ad with tiny “x” button, so the user is more likely to accidentally touch the ad'}]",/content/downloaded_dark_pattern_images/9.jpg
10,10,"Aesthetic Manipulation,Hidden Information,Interface Interference,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'United distracts the user with two large “No additional charge” boxes, but includes possible baggage fees in small print.'}]",/content/downloaded_dark_pattern_images/10.jpg
11,11,Nagging,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Repeatedly asks user for permission to use location data, only allowing “don’t show me again” to be selected if permission is given, pestering the user until they give permission.'}]",/content/downloaded_dark_pattern_images/11.jpg
12,12,"Aesthetic Manipulation,False Hierarchy,Interface Interference,Toying with Emotion","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The site prompts the user to sign up for their newsletter. The option for choosing “no” is smaller and uses a demeaning phrase to make the user feel bad about their choice.'}]",/content/downloaded_dark_pattern_images/12.jpg
13,13,"Aesthetic Manipulation,Interface Interference,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'When prompted for updating the user’s OS to Windows 10, the X button (normally to close the window) resulted in proceeding with the update.'}]",/content/downloaded_dark_pattern_images/13.jpg
14,14,"Trick Questions,Hidden Information,Interface Interference,Obstruction,Preselection","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'iOS 6 hides the option to disable ad tracking in an irrelevant location and uses trick wording (double negative) to confuse the user'}]",/content/downloaded_dark_pattern_images/14.jpg
15,15,"Disguised Ad,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Ads periodically appear at the bottom of the screen if the user has not paid for the ad-free version. The placement of the ad when it appears is where the “refresh” and “sidebar” buttons are usually located, so the user may accidentally touch the ad out of habit.'}]",/content/downloaded_dark_pattern_images/15.jpg
16,16,"Roach Motel,Hidden Information,Interface Interference,Obstruction","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The user must go to the FAQ to find out how to cancel an account, which requires calling the Boston Globe by phone.'}]",/content/downloaded_dark_pattern_images/16.jpg
17,17,Forced Action,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Users are required to subscribe to the newsletter to create an account'}]",/content/downloaded_dark_pattern_images/17.jpg
18,18,"Forced Continuity, Price Comparison Prevention,Hidden Information,Interface Interference,Obstruction,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The user must apply for a free account to browse jobs, but still must buy a premium account to apply for the job. Text highlighting is disabled through javascript, so the job cannot be searched for easily elsewhere, where it is free to apply for. In addition, the one-month membership option continues payment when it expires, which is stated in small fine print.'}]",/content/downloaded_dark_pattern_images/18.jpg
19,19,"Bait and Switch, Roach Motel,Interface Interference,Obstruction,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The instructions for the user to unsubscribe are very unclear because there is only a “back” and a “cancel” button available. How is a user able to proceed with unsubscribing?'}]",/content/downloaded_dark_pattern_images/19.jpg
20,20,"Bait and Switch, Roach Motel,Interface Interference,Obstruction,Sneaking,Toying with Emotion","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Attempts every trick in the book to keep user from unsubscribing, from manipulinks to offering a discount if they stay. End result is a 100-click unsubscribe process.'}]",/content/downloaded_dark_pattern_images/20.jpg
21,21,"Roach Motel,Obstruction","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Once the user selects “annual” from an initial drop down box, the drop down box disappears and the user’s choice is solidified and cannot be changed unless the user goes back.'}]",/content/downloaded_dark_pattern_images/21.jpg
22,22,"Aesthetic Manipulation,False Hierarchy,Interface Interference,Obstruction","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Unsubscribe link is buried in a mass of fine print and is difficult to find.'}]",/content/downloaded_dark_pattern_images/22.jpg
23,23,"Aesthetic Manipulation, Trick Questions,Interface Interference,Obstruction","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The Washington Post has a confusing checkbox when unsubscribing that makes it unclear whether or not the user is unsubscribing from a service.'}]",/content/downloaded_dark_pattern_images/23.jpg
24,24,Obstruction,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'When users say “no” to multiple people in a row, they are more likely to say “no” when they mean to say “yes”. Tinder takes advantage of this by making the user pay to undo their mistake.'}]",/content/downloaded_dark_pattern_images/24.jpg
25,25,"Roach Motel,Hidden Information,Interface Interference,Obstruction","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Stamps.com makes it difficult to close an account on their site by requiring the user to call a phone number during business hours to do so. They also hide this information on their site in the frequently asked questions section to make it difficult to find out how to cancel the service.'}]",/content/downloaded_dark_pattern_images/25.jpg
26,26,Forced Action,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The website asks the user to either wait 20 seconds or click a Google+ “+1” button to prove that they are human. Most users will not want to wait 20 seconds to access the site, so they may click the “+1” for a reason they would normally not.'}]",/content/downloaded_dark_pattern_images/26.jpg
27,27,"Hidden Information,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'This online gambling site offers users generous ‘bonuses’ which are essentially free money for the express use of gambling on the site. What is not made clear, however, is that the bonus money and any winnings won therewith cannot be withdrawn until a certain number of bets have been made on specific areas of the site.'}]",/content/downloaded_dark_pattern_images/27.jpg
28,28,"Aesthetic Manipulation, Trick Questions,False Hierarchy,Interface Interference,Obstruction","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Yahoo uses confusing options when trying to unsubscribe from their newsletter. The design encourages users to click “no, cancel” because they want to cancel their subscription, but to actually cancel, the user must select one of the small, light grey text options below the big blue button.'}]",/content/downloaded_dark_pattern_images/28.jpg
29,29,Nagging,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The user is pressured to turn on notifications, and there is only the option for “not now” and “ok”. If the user does not want to turn on notifications, there is not option for that, and the app will continue to bother them about it.'}]",/content/downloaded_dark_pattern_images/29.jpg
30,30,"Interface Interference,Preselection,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'LinkedIn manipulates the user into sending an invitation to all their contacts by making the scroll bar at the side small and hard to notice.'}]",/content/downloaded_dark_pattern_images/30.jpg
31,31,"Aesthetic Manipulation,Interface Interference,Nagging,Obstruction","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'When a driver tries to stop for the day, the Uber app prompts them to continue in order to achieve an arbitrary “goal” for the day. It even goes so far as to highlight the “keep driving” option to make selecting it easier. This takes advantage of a person’s natural desire to “income target”, or set a income goal for the day.'}]",/content/downloaded_dark_pattern_images/31.jpg
32,32,"Aesthetic Manipulation,Interface Interference,Toying with Emotion","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Instead of the usual blank stories section, Facebook includes “ghost stories” of your friends that haven’t posted a story in a while when there are no stories available. When the user clicks on it it tells the user that your friend hasn’t posted to their story in a while.'}]",/content/downloaded_dark_pattern_images/32.jpg
33,33,"Aesthetic Manipulation, Disguised Ad,Gamification,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'This ad appears to the user as a game, and it uses flash to make it interactive. When the user moves their cursor around the ad, the target moves with it. When the user clicks to “stomp” the spider, the user is taken to a different site.'}]",/content/downloaded_dark_pattern_images/33.jpg
34,34,"Interface Interference,Preselection","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The radio button for express (which includes a free trial) is already selected, but the option for custom input with no free trial is grey, but still clickable. The options also include tags like (recommended) or (advanced). So using their service, which the user will eventually have to pay for, is recommended, while not, is “advanced”.'}]",/content/downloaded_dark_pattern_images/34.jpg
35,35,"Aesthetic Manipulation, Trick Questions,Interface Interference,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Some check boxes are opt-in while others are opt-out, thus tricking users that skim the fine print.'}]",/content/downloaded_dark_pattern_images/35.jpg
36,36,"Aesthetic Manipulation,Interface Interference,Obstruction","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The “Unsubscribe here” link is hidden as white text on a white background.'}]",/content/downloaded_dark_pattern_images/36.jpg
37,37,"Aesthetic Manipulation,False Hierarchy,Interface Interference,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'To start each game, users must select a green button. When the app prompts the user to buy more moves, the button is also green and in almost the same location as the button to start a game. As users develop muscle memory in response to constantly restarting the game, they may accidentally click on the option to buy more moves when they run out.'}]",/content/downloaded_dark_pattern_images/37.jpg
38,38,"Aesthetic Manipulation, Trick Questions,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Trick question using a double negative might maker the user share information they didn’t want to'}]",/content/downloaded_dark_pattern_images/38.jpg
39,39,"Roach Motel,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'User has to select “cancel” four times to cancel'}]",/content/downloaded_dark_pattern_images/39.jpg
40,40,"Forced Action,Interface Interference,Preselection","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Opting in to marketing emails is in the terms and conditions, the user doesn’t have a choice'}]",/content/downloaded_dark_pattern_images/40.jpg
41,41,"Aesthetic Manipulation,Interface Interference,Toying with Emotion","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The site prominently displays a ticking counter of visitors’ winnings since 1995, but viewing the site through a foreign proxy reveals that the number isn’t exchange-rate accurate, just arbitrarily set somewhere in the 33,000,000.00+ range, regardless of currency or region. This works in Dollars, Euros, Pounds, and Kroner.'}]",/content/downloaded_dark_pattern_images/41.jpg
42,42,"Interface Interference,Toying with Emotion","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Instead of letting users simply deactivate their account, Facebook shows users some of their friends that “would miss them” and also tries to convince the user to stay offering a counter-argument to whatever reason they select.'}]",/content/downloaded_dark_pattern_images/42.jpg
43,43,"Aesthetic Manipulation,Interface Interference,Toying with Emotion","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The site uses shaming to convince users that they would be better off using their service. The site tries to make the user feel bad for choosing an option the site deems “bad”. What if the user already uses the service? They would still have to click the shameful response.'}]",/content/downloaded_dark_pattern_images/43.jpg
44,44,"Fine Print,Interface Interference,Preselection,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Salesforce requires users to consent to a privacy statement before they can successfully unsubscribe from their newsletter. The privacy statement gives consent to sell the user’s information to other countries.'}]",/content/downloaded_dark_pattern_images/44.jpg
45,45,"Interface Interference,Obstruction","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'When giving anything other than a five-star rating, the user is given a compulsory prompt to message the developers which dissuades users from bothering to rate anything less than five stars, if they rate anything at all.'}]",/content/downloaded_dark_pattern_images/45.jpg
46,46,Nagging,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'There is no option to select no, there are only options to “try now” or “later.”'}]",/content/downloaded_dark_pattern_images/46.jpg
47,47,"Trick Questions,Hidden Information,Interface Interference","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'How can a user unsubscribe from all mail? The page is very unclear and the user should be able to select multiple options.'}]",/content/downloaded_dark_pattern_images/47.jpg
48,48,"Forced Action,Hidden Information,Interface Interference,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'LinkedIn attempts to import your email’s address book. It then poses your email contacts as potential connections, causing you to send a spammy “John Doe invited you to join LinkedIn” email to them.'}]",/content/downloaded_dark_pattern_images/48.jpg
49,49,"Forced Action,Interface Interference,Nagging,Preselection","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'Spotify offers an opt-in private mode, but requires the user to re-up every 6 hours.'}]",/content/downloaded_dark_pattern_images/49.jpg
50,50,"Forced Action,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'TurboTax pretends to delete your past information when you don’t upgrade to premium.'}]",/content/downloaded_dark_pattern_images/50.jpg
51,51,"Forced Action,Gamification","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'The site tries to get users to use the site more by making the experience better for those with more popularity or experience. Possible dark pattern aimed towards casual users.'}]",/content/downloaded_dark_pattern_images/51.jpg
52,52,"Interface Interference,Preselection","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'When twitter updated their email notifications, they automatically opted all their users in to the service.'}]",/content/downloaded_dark_pattern_images/52.jpg
53,53,"Privacy Zuckering,Forced Action,Nagging,Sneaking","[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'When the user tries to delete the app, Uber warns that while the app will delete all data on the phone, it will keep data in the cloud. This is vague, but concerning if the user values their online privacy. If the user doesn’t read the text or reads it quickly, they may not notice that their data will be kept in the cloud.'}]",/content/downloaded_dark_pattern_images/53.jpg
54,54,Forced Action,"[{'from': 'human', 'value': '<image>\nDoes the following image have a deceptive pattern?'}, {'from': 'gpt', 'value': 'When an update is available, the user is unable to shutdown or restart their operating system without updating.'}]",/content/downloaded_dark_pattern_images/54.jpg
